pgs_id,reported_trait,category
PGS003075,Systolic blood pressure,Cardiovascular & Cholesterol
PGS003076,Systolic blood pressure,Cardiovascular & Cholesterol
PGS003077,Systolic blood pressure,Cardiovascular & Cholesterol
PGS003078,Systolic blood pressure,Cardiovascular & Cholesterol
PGS003079,Systolic blood pressure,Cardiovascular & Cholesterol
PGS003080,Systolic blood pressure,Cardiovascular & Cholesterol
PGS003081,Systolic blood pressure,Cardiovascular & Cholesterol
PGS003082,Systolic blood pressure,Cardiovascular & Cholesterol
PGS003083,Systolic blood pressure,Cardiovascular & Cholesterol
PGS003084,Systolic blood pressure,Cardiovascular & Cholesterol
PGS003085,Systolic blood pressure,Cardiovascular & Cholesterol
PGS003086,Systolic blood pressure,Cardiovascular & Cholesterol
PGS003087,Systolic blood pressure,Cardiovascular & Cholesterol
PGS003088,Systolic blood pressure,Cardiovascular & Cholesterol
PGS003588,Systolic blood pressure,Cardiovascular & Cholesterol
PGS003882,Systolic blood pressure,Cardiovascular & Cholesterol
PGS003968,Systolic blood pressure,Cardiovascular & Cholesterol
PGS003970,Systolic blood pressure,Cardiovascular & Cholesterol
PGS003971,Systolic blood pressure,Cardiovascular & Cholesterol
PGS004231,Systolic blood pressure,Cardiovascular & Cholesterol
PGS004235,Systolic blood pressure,Cardiovascular & Cholesterol
PGS004594,Systolic blood pressure,Cardiovascular & Cholesterol
PGS004603,Systolic blood pressure,Cardiovascular & Cholesterol
PGS004829,Systolic blood pressure,Cardiovascular & Cholesterol
PGS004830,Systolic blood pressure,Cardiovascular & Cholesterol
PGS004831,Systolic blood pressure,Cardiovascular & Cholesterol
PGS004832,Systolic blood pressure,Cardiovascular & Cholesterol
PGS005008,Systolic blood pressure,Cardiovascular & Cholesterol
PGS005009,Systolic blood pressure,Cardiovascular & Cholesterol
PGS005010,Systolic blood pressure,Cardiovascular & Cholesterol
PGS005011,Systolic blood pressure,Cardiovascular & Cholesterol
PGS005012,Systolic blood pressure,Cardiovascular & Cholesterol
PGS005013,Systolic blood pressure,Cardiovascular & Cholesterol
PGS005014,Systolic blood pressure,Cardiovascular & Cholesterol
PGS005015,Systolic blood pressure,Cardiovascular & Cholesterol
PGS005016,Systolic blood pressure,Cardiovascular & Cholesterol
PGS005017,Systolic blood pressure,Cardiovascular & Cholesterol
PGS005018,Systolic blood pressure,Cardiovascular & Cholesterol
PGS005019,Systolic blood pressure,Cardiovascular & Cholesterol
PGS005020,Systolic blood pressure,Cardiovascular & Cholesterol
PGS005120,Systolic blood pressure,Cardiovascular & Cholesterol
PGS005321,Systolic blood pressure,Cardiovascular & Cholesterol
PGS005350,Systolic blood pressure,Cardiovascular & Cholesterol
PGS012514,Systolic blood pressure,Cardiovascular & Cholesterol
PGS012522,Systolic blood pressure,Cardiovascular & Cholesterol
PGS019806,Systolic blood pressure,Cardiovascular & Cholesterol
PGS019830,Systolic blood pressure,Cardiovascular & Cholesterol
PGS019854,Systolic blood pressure,Cardiovascular & Cholesterol
PGS019878,Systolic blood pressure,Cardiovascular & Cholesterol
PGS019902,Systolic blood pressure,Cardiovascular & Cholesterol
PGS019915,Systolic blood pressure,Cardiovascular & Cholesterol
PGS002009,"Systolic blood pressure, automated reading",Cardiovascular & Cholesterol
PGS002228,"Systolic blood pressure, automated reading",Cardiovascular & Cholesterol
PGS003571,"Systolic blood pressure, automated reading",Cardiovascular & Cholesterol
PGS004372,"Systolic blood pressure, automated reading",Cardiovascular & Cholesterol
PGS000900,Systolic blood pressure (female),Cardiovascular & Cholesterol
PGS000901,Systolic blood pressure (male),Cardiovascular & Cholesterol
PGS001134,Systolic BP (AR),Cardiovascular & Cholesterol
PGS000712,T2D (cases vs HbA1c filtered controls),Metabolism & Hormones
PGS019320,Temporomandibular joint disorders,"Bone, Joint & Muscle Health"
PGS019321,Temporomandibular joint disorders,"Bone, Joint & Muscle Health"
PGS019322,Temporomandibular joint disorders,"Bone, Joint & Muscle Health"
PGS019323,Temporomandibular joint disorders,"Bone, Joint & Muscle Health"
PGS019324,Temporomandibular joint disorders,"Bone, Joint & Muscle Health"
PGS000086,Testicular cancer,Cancer
PGS000796,Testicular cancer,Cancer
PGS001164,Testicular cancer,Cancer
PGS003124,Thinness,Metabolism & Hormones
PGS003125,Thinness,Metabolism & Hormones
PGS003126,Thinness,Metabolism & Hormones
PGS003127,Thinness,Metabolism & Hormones
PGS003128,Thinness,Metabolism & Hormones
PGS003129,Thinness,Metabolism & Hormones
PGS003130,Thinness,Metabolism & Hormones
PGS003131,Thinness,Metabolism & Hormones
PGS003132,Thinness,Metabolism & Hormones
PGS003133,Thinness,Metabolism & Hormones
PGS000087,Thyroid cancer,Cancer
PGS000162,Thyroid cancer,Cancer
PGS000207,Thyroid cancer,Cancer
PGS000208,Thyroid cancer,Cancer
PGS000209,Thyroid cancer,Cancer
PGS000626,Thyroid cancer,Cancer
PGS000627,Thyroid cancer,Cancer
PGS000628,Thyroid cancer,Cancer
PGS000629,Thyroid cancer,Cancer
PGS000630,Thyroid cancer,Cancer
PGS000631,Thyroid cancer,Cancer
PGS000632,Thyroid cancer,Cancer
PGS000633,Thyroid cancer,Cancer
PGS000634,Thyroid cancer,Cancer
PGS000635,Thyroid cancer,Cancer
PGS000636,Thyroid cancer,Cancer
PGS000797,Thyroid cancer,Cancer
PGS001289,Thyroid cancer,Cancer
PGS001354,Thyroid cancer,Cancer
PGS001794,Thyroid cancer,Cancer
PGS001799,Thyroid cancer,Cancer
PGS001809,Thyroid cancer,Cancer
PGS002018,Thyroid cancer,Cancer
PGS003437,Thyroid cancer,Cancer
PGS004954,Thyroid cancer,Cancer
PGS005210,Thyroid cancer,Cancer
PGS018580,Thyroid cancer,Cancer
PGS018581,Thyroid cancer,Cancer
PGS018582,Thyroid cancer,Cancer
PGS018583,Thyroid cancer,Cancer
PGS018584,Thyroid cancer,Cancer
PGS005258,Thyroid carcenoma,Cancer
PGS005259,Thyroid carcenoma,Cancer
PGS005260,Thyroid carcenoma,Cancer
PGS005273,Thyroid carcenoma vs benign nodular goiter,Cancer
PGS005274,Thyroid carcenoma vs benign nodular goiter,Cancer
PGS018689,Thyroiditis,Metabolism & Hormones
PGS018690,Thyroiditis,Metabolism & Hormones
PGS018691,Thyroiditis,Metabolism & Hormones
PGS018692,Thyroiditis,Metabolism & Hormones
PGS018693,Thyroiditis,Metabolism & Hormones
PGS018694,Thyroiditis,Metabolism & Hormones
PGS002351,Thyroid (self-reported conditions),Metabolism & Hormones
PGS002423,Thyroid (self-reported conditions),Metabolism & Hormones
PGS002472,Thyroid (self-reported conditions),Metabolism & Hormones
PGS002521,Thyroid (self-reported conditions),Metabolism & Hormones
PGS002570,Thyroid (self-reported conditions),Metabolism & Hormones
PGS002619,Thyroid (self-reported conditions),Metabolism & Hormones
PGS002668,Thyroid (self-reported conditions),Metabolism & Hormones
PGS002717,Thyroid (self-reported conditions),Metabolism & Hormones
PGS004906,Thyroid stimulating hormone concentration,Metabolism & Hormones
PGS012585,Thyroid stimulating hormone levels,Metabolism & Hormones
PGS001042,Thyrotoxicosis [hyperthyroidism] (time-to-event),Metabolism & Hormones
PGS001815,Thyrotoxicosis with or without goiter,Metabolism & Hormones
PGS002023,Thyrotoxicosis with or without goiter,Metabolism & Hormones
PGS018665,Thyrotoxicosis with or without goiter,Metabolism & Hormones
PGS018666,Thyrotoxicosis with or without goiter,Metabolism & Hormones
PGS018667,Thyrotoxicosis with or without goiter,Metabolism & Hormones
PGS018668,Thyrotoxicosis with or without goiter,Metabolism & Hormones
PGS018669,Thyrotoxicosis with or without goiter,Metabolism & Hormones
PGS018670,Thyrotoxicosis with or without goiter,Metabolism & Hormones
PGS019121,Tinnitus,Brain & Mental Health
PGS019122,Tinnitus,Brain & Mental Health
PGS019123,Tinnitus,Brain & Mental Health
PGS019124,Tinnitus,Brain & Mental Health
PGS019125,Tinnitus,Brain & Mental Health
PGS001533,Tinnitus severity,Brain & Mental Health
PGS001830,Tobacco use disorder,Brain & Mental Health
PGS002037,Tobacco use disorder,Brain & Mental Health
PGS000359,Tongue cancer,Cancer
PGS018460,Tongue cancer,Cancer
PGS018461,Tongue cancer,Cancer
PGS018462,Tongue cancer,Cancer
PGS018463,Tongue cancer,Cancer
PGS018464,Tongue cancer,Cancer
PGS001942,Total bilirubin,Digestive & Liver Health
PGS002160,Total bilirubin,Digestive & Liver Health
PGS003524,Total bilirubin,Digestive & Liver Health
PGS004731,Total bilirubin,Digestive & Liver Health
PGS004732,Total bilirubin,Digestive & Liver Health
PGS019790,Total bilirubin,Digestive & Liver Health
PGS019814,Total bilirubin,Digestive & Liver Health
PGS019838,Total bilirubin,Digestive & Liver Health
PGS019862,Total bilirubin,Digestive & Liver Health
PGS019886,Total bilirubin,Digestive & Liver Health
PGS000697,Total bilirubin [umol/L],Digestive & Liver Health
PGS000062,Total cholesterol,Cardiovascular & Cholesterol
PGS000311,Total cholesterol,Cardiovascular & Cholesterol
PGS000658,Total cholesterol,Cardiovascular & Cholesterol
PGS000831,Total cholesterol,Cardiovascular & Cholesterol
PGS002286,Total cholesterol,Cardiovascular & Cholesterol
PGS002352,Total cholesterol,Cardiovascular & Cholesterol
PGS002377,Total cholesterol,Cardiovascular & Cholesterol
PGS002424,Total cholesterol,Cardiovascular & Cholesterol
PGS002473,Total cholesterol,Cardiovascular & Cholesterol
PGS002522,Total cholesterol,Cardiovascular & Cholesterol
PGS002571,Total cholesterol,Cardiovascular & Cholesterol
PGS002620,Total cholesterol,Cardiovascular & Cholesterol
PGS002669,Total cholesterol,Cardiovascular & Cholesterol
PGS002718,Total cholesterol,Cardiovascular & Cholesterol
PGS002783,Total cholesterol,Cardiovascular & Cholesterol
PGS003134,Total cholesterol,Cardiovascular & Cholesterol
PGS003135,Total cholesterol,Cardiovascular & Cholesterol
PGS003136,Total cholesterol,Cardiovascular & Cholesterol
PGS003137,Total cholesterol,Cardiovascular & Cholesterol
PGS003138,Total cholesterol,Cardiovascular & Cholesterol
PGS003139,Total cholesterol,Cardiovascular & Cholesterol
PGS003140,Total cholesterol,Cardiovascular & Cholesterol
PGS003141,Total cholesterol,Cardiovascular & Cholesterol
PGS003142,Total cholesterol,Cardiovascular & Cholesterol
PGS003143,Total cholesterol,Cardiovascular & Cholesterol
PGS003341,Total cholesterol,Cardiovascular & Cholesterol
PGS003350,Total cholesterol,Cardiovascular & Cholesterol
PGS003481,Total cholesterol,Cardiovascular & Cholesterol
PGS003818,Total cholesterol,Cardiovascular & Cholesterol
PGS003819,Total cholesterol,Cardiovascular & Cholesterol
PGS003820,Total cholesterol,Cardiovascular & Cholesterol
PGS003821,Total cholesterol,Cardiovascular & Cholesterol
PGS003822,Total cholesterol,Cardiovascular & Cholesterol
PGS003823,Total cholesterol,Cardiovascular & Cholesterol
PGS003824,Total cholesterol,Cardiovascular & Cholesterol
PGS003825,Total cholesterol,Cardiovascular & Cholesterol
PGS003826,Total cholesterol,Cardiovascular & Cholesterol
PGS003827,Total cholesterol,Cardiovascular & Cholesterol
PGS003828,Total cholesterol,Cardiovascular & Cholesterol
PGS003829,Total cholesterol,Cardiovascular & Cholesterol
PGS003830,Total cholesterol,Cardiovascular & Cholesterol
PGS003831,Total cholesterol,Cardiovascular & Cholesterol
PGS003832,Total cholesterol,Cardiovascular & Cholesterol
PGS003833,Total cholesterol,Cardiovascular & Cholesterol
PGS003834,Total cholesterol,Cardiovascular & Cholesterol
PGS003853,Total cholesterol,Cardiovascular & Cholesterol
PGS004667,Total cholesterol,Cardiovascular & Cholesterol
PGS004668,Total cholesterol,Cardiovascular & Cholesterol
PGS004669,Total cholesterol,Cardiovascular & Cholesterol
PGS004670,Total cholesterol,Cardiovascular & Cholesterol
PGS004671,Total cholesterol,Cardiovascular & Cholesterol
PGS004672,Total cholesterol,Cardiovascular & Cholesterol
PGS004673,Total cholesterol,Cardiovascular & Cholesterol
PGS004674,Total cholesterol,Cardiovascular & Cholesterol
PGS004675,Total cholesterol,Cardiovascular & Cholesterol
PGS004676,Total cholesterol,Cardiovascular & Cholesterol
PGS004677,Total cholesterol,Cardiovascular & Cholesterol
PGS004678,Total cholesterol,Cardiovascular & Cholesterol
PGS004679,Total cholesterol,Cardiovascular & Cholesterol
PGS004680,Total cholesterol,Cardiovascular & Cholesterol
PGS004681,Total cholesterol,Cardiovascular & Cholesterol
PGS004841,Total cholesterol,Cardiovascular & Cholesterol
PGS004842,Total cholesterol,Cardiovascular & Cholesterol
PGS004843,Total cholesterol,Cardiovascular & Cholesterol
PGS004844,Total cholesterol,Cardiovascular & Cholesterol
PGS019808,Total cholesterol,Cardiovascular & Cholesterol
PGS019832,Total cholesterol,Cardiovascular & Cholesterol
PGS019856,Total cholesterol,Cardiovascular & Cholesterol
PGS019880,Total cholesterol,Cardiovascular & Cholesterol
PGS019904,Total cholesterol,Cardiovascular & Cholesterol
PGS002750,Total hip replacement,"Bone, Joint & Muscle Health"
PGS002749,Total knee replacement,"Bone, Joint & Muscle Health"
PGS002287,Triglyceride,Cardiovascular & Cholesterol
PGS003881,Triglyceride,Cardiovascular & Cholesterol
PGS003340,Triglyceride level,Cardiovascular & Cholesterol
PGS003349,Triglyceride level,Cardiovascular & Cholesterol
PGS003401,Triglyceride levels,Cardiovascular & Cholesterol
PGS000063,Triglycerides,Cardiovascular & Cholesterol
PGS000312,Triglycerides,Cardiovascular & Cholesterol
PGS000659,Triglycerides,Cardiovascular & Cholesterol
PGS000826,Triglycerides,Cardiovascular & Cholesterol
PGS001979,Triglycerides,Cardiovascular & Cholesterol
PGS002197,Triglycerides,Cardiovascular & Cholesterol
PGS002353,Triglycerides,Cardiovascular & Cholesterol
PGS002378,Triglycerides,Cardiovascular & Cholesterol
PGS002425,Triglycerides,Cardiovascular & Cholesterol
PGS002474,Triglycerides,Cardiovascular & Cholesterol
PGS002523,Triglycerides,Cardiovascular & Cholesterol
PGS002572,Triglycerides,Cardiovascular & Cholesterol
PGS002621,Triglycerides,Cardiovascular & Cholesterol
PGS002670,Triglycerides,Cardiovascular & Cholesterol
PGS002719,Triglycerides,Cardiovascular & Cholesterol
PGS002784,Triglycerides,Cardiovascular & Cholesterol
PGS003144,Triglycerides,Cardiovascular & Cholesterol
PGS003145,Triglycerides,Cardiovascular & Cholesterol
PGS003146,Triglycerides,Cardiovascular & Cholesterol
PGS003147,Triglycerides,Cardiovascular & Cholesterol
PGS003148,Triglycerides,Cardiovascular & Cholesterol
PGS003149,Triglycerides,Cardiovascular & Cholesterol
PGS003150,Triglycerides,Cardiovascular & Cholesterol
PGS003151,Triglycerides,Cardiovascular & Cholesterol
PGS003152,Triglycerides,Cardiovascular & Cholesterol
PGS003153,Triglycerides,Cardiovascular & Cholesterol
PGS003482,Triglycerides,Cardiovascular & Cholesterol
PGS003854,Triglycerides,Cardiovascular & Cholesterol
PGS004845,Triglycerides,Cardiovascular & Cholesterol
PGS004846,Triglycerides,Cardiovascular & Cholesterol
PGS004847,Triglycerides,Cardiovascular & Cholesterol
PGS004848,Triglycerides,Cardiovascular & Cholesterol
PGS004916,Triglycerides,Cardiovascular & Cholesterol
PGS004937,Triglycerides,Cardiovascular & Cholesterol
PGS019809,Triglycerides,Cardiovascular & Cholesterol
PGS019833,Triglycerides,Cardiovascular & Cholesterol
PGS019857,Triglycerides,Cardiovascular & Cholesterol
PGS019881,Triglycerides,Cardiovascular & Cholesterol
PGS019905,Triglycerides,Cardiovascular & Cholesterol
PGS019917,Triglycerides,Cardiovascular & Cholesterol
PGS004342,Triglycerides (mmol/L),Cardiovascular & Cholesterol
PGS000699,Triglycerides [mmol/L],Cardiovascular & Cholesterol
PGS000066,Triglycerides (TG),Cardiovascular & Cholesterol
PGS000847,Triglycerides (TG),Cardiovascular & Cholesterol
PGS004891,Triple negative breast cancer,Cancer
PGS004892,Triple negative breast cancer,Cancer
PGS005384,Triple-negative breast cancer,Cancer
PGS005385,Triple-negative breast cancer,Cancer
PGS005386,Triple-negative breast cancer,Cancer
PGS005387,Triple-negative breast cancer,Cancer
PGS004890,Triple negative breast cancer versus luminal breast cancer,Cancer
PGS002144,Trouble falling asleep,Brain & Mental Health
PGS000839,Two hour glucose during OGTT,Metabolism & Hormones
PGS002787,Type 1 bipolar disorder,Brain & Mental Health
PGS004171,Type 1 diabetes,Metabolism & Hormones
PGS004172,Type 1 diabetes,Metabolism & Hormones
PGS004173,Type 1 diabetes,Metabolism & Hormones
PGS004174,Type 1 diabetes,Metabolism & Hormones
PGS004175,Type 1 diabetes,Metabolism & Hormones
PGS000021,Type 1 diabetes (T1D),Metabolism & Hormones
PGS000022,Type 1 diabetes (T1D),Metabolism & Hormones
PGS000023,Type 1 diabetes (T1D),Metabolism & Hormones
PGS000024,Type 1 diabetes (T1D),Metabolism & Hormones
PGS000833,Type 1 diabetes (T1D),Metabolism & Hormones
PGS000869,Type 1 diabetes (T1D),Metabolism & Hormones
PGS001297,Type 1 diabetes (T1D),Metabolism & Hormones
PGS001817,Type 1 diabetes (T1D),Metabolism & Hormones
PGS002025,Type 1 diabetes (T1D),Metabolism & Hormones
PGS003749,Type 1 diabetes (T1D),Metabolism & Hormones
PGS003750,Type 1 diabetes (T1D),Metabolism & Hormones
PGS003993,Type 1 diabetes (T1D),Metabolism & Hormones
PGS004009,Type 1 diabetes (T1D),Metabolism & Hormones
PGS004020,Type 1 diabetes (T1D),Metabolism & Hormones
PGS004035,Type 1 diabetes (T1D),Metabolism & Hormones
PGS004063,Type 1 diabetes (T1D),Metabolism & Hormones
PGS004078,Type 1 diabetes (T1D),Metabolism & Hormones
PGS004093,Type 1 diabetes (T1D),Metabolism & Hormones
